userName,content,score,at
STB,Video dan suara muncul otomatis sangat mengganggu privasi terutama saat berada di tempat umum,1,2025-03-31 18:26:30
Dewi Nila,sangat bagus,5,2025-03-31 18:23:17
Risanetha Apulina Sembiring,baik,5,2025-03-31 18:22:24
Farras Oke,asikk,5,2025-03-31 18:14:26
Anto Al azhim,mantab belanja di sini silakan jangan ragu,5,2025-03-31 18:13:51
Nendy Nur Alim (CEMONG),baru kali ini saldo shopee bisa ilang,1,2025-03-31 18:12:39
Sugiarto Giarto,shopeey sangat membantu.trimaksh,5,2025-03-31 18:10:30
Coti Ajah,apl bagus ini,5,2025-03-31 18:09:53
Ahmad Junaidi,sekarang lemot mau bayar pakai seabank download fitur 10 menit loading juga blm kelar... hadehhh 🥲😕,5,2025-03-31 18:09:00
Sule Rizal,mantap,5,2025-03-31 18:08:43
Endang Astarina,"saya sangat senang belanja di Shopee, harga terjangkau",5,2025-03-31 18:08:01
Khusnul azza Azza,𝘣𝘢𝘨𝘶𝘴,5,2025-03-31 18:07:47
Andi Sulistio,kenapa harus putus dari J&T padahall J&T ada penggiriman tercepat dan kurir nya pun ramah2,2,2025-03-31 18:06:29
Nonton Apa,Mantappp pppppppppppp pppppppppppp pppppppppppp pppppppppppp pppppppppppp pppppppppppp PP,5,2025-03-31 18:05:55
Riski Bkl,bagus untuk publik,1,2025-03-31 18:03:50
stefan saverio,Tolong dong shopee kalau COD pakai sistem pasword biar anak kecil tidak bisa pesen barang sendiri.,4,2025-03-31 18:01:30
Antonius Agung,mantap,5,2025-03-31 17:59:20
Abid Musafa,mudah di gunakan,5,2025-03-31 17:39:47
Irma 257,"hai Mimin, aq senang pake app Shoppe. Saat ada kendala mimin langsung gercep. hanya terkadang aq ketemu sama seller yang g amanah. mohon di tindak saat dapat complain dari consumer ya.",5,2025-03-31 17:32:57
Mae Knj,"di shopee banyak seller penipu. pesan kaos di toko (ORANGE Indonesia Official) Shop sebanyak 41pcs yang dikirim cuma 21pcs. Semua chat, bukti berat dan jumlah paket/video unboxing, dan bukti dari ekspedisi sudah lengkap, memang seller nya yang nakal tidak mau ganti, malah fitnah konsumen dan kurir. Tapi TIM INVESTIGASI Shopee menanganinya lelet sekali, padahal kasus se simple ini. Laporan tgl 25 Maret, estimasi dari Shopee tgl 27 Maret, sampai sekarang? Gaada kejelasan.",1,2025-03-31 17:31:42
Umi Kartini,majteppp,5,2025-03-31 17:30:48
Dapin Nnn,"Apk nya bagus dan nyaman , pokoknya betah deh belanja di sini",5,2025-03-31 17:28:33
Sky Zo,"aplikasinya udah bagus banget nih apa lagi Dalam hal transaksi, tapi ada satu kekurangan nih Pengirimannya lama banget, bahkan Kadang Di cancel udh nunggu lama lama.",4,2025-03-31 17:28:30
Uus Sustisna,sangat buruk,1,2025-03-31 17:28:14
Tatang Tarsono,sangat memuaskan layanan di shopee,5,2025-03-31 17:26:51
ibrahim Hp,harga barang jd malah bila dijumlahkan dgn ongkir dan mutu tdk bisa di percaya krn sering tdk sesuai dgn keterangan. shopee jd ajang barang kw,3,2025-03-31 17:26:37
Slamet Arif,"belanja lebih mudah, hemat, cepat.",5,2025-03-31 17:21:25
Sumanto Wakwak,kurir ga jelas,1,2025-03-31 17:16:20
Bayu Saputra,sangat bagus,5,2025-03-31 17:15:36
Sherin,"sy kasih 4 bintang saja dulu karna kemarin sy beli bunga tapi pada saat barang sampai saya sedang tidk di ruma, dan tiba2 di konfirmasikan barang suda di kembalikan. dan selepas itu sy tidk bisa menggunakan shopee cod lagi. padahal sebenarnya sy selalu menggunakan shopee cod",5,2025-03-31 17:15:34
Muhammad Ilham,"Sering update tapi tetap ngelag, yang bikin ngelag itu shopee video mending hapus fitur videonya krn kurang bermanfaat banyak video tidak jelas yg mengundang syahwat, shopee niatnya jualan atau mau menyaingi tiktok.",5,2025-03-31 17:15:06
Erpinna Sipahutar,Senang berbelanja di sini,5,2025-03-31 17:15:05
Ketut Artini,tolong ya biar bisa mengubah alamat kirim saat sudah dikirim,5,2025-03-31 17:10:46
Rezky Amaliah,bagus,5,2025-03-31 17:09:59
Dahyani Ahmad,ok,5,2025-03-31 17:08:55
Rudi Jakluntuha,sangat membantu memper mudah transaksi jual-beli. untuk sistem cod kalo bisa di tingkatkan kembali. kususnya jenis minuman dan makanan. agar tidak banyak returan dari pembeli dengan alasan berubah fikiran. karena sangat merugikan seller.,4,2025-03-31 17:08:50
Saepul Abdul,saya suka sama aplikasi nya belanja jadi lebih ringan,4,2025-03-31 17:02:16
Ijma Sahabat,di perbaiki lagi pengiriman SPX nya,3,2025-03-31 16:59:34
Zahlul Ruzy,sangat baik,5,2025-03-31 16:54:02
Gunawan Gunawan,good,5,2025-03-31 16:49:12
siti habibah9,kalau bisa dakon nya seperti dulu,5,2025-03-31 16:47:49
Widya Kristianti,"sangat buruk dalam menangani masalah, baru tau harus menyertakan video live untuk bukti pengajuan pengembalian, akal busuk shopee yang sangat kotor kepada konsumen'a, saya doakan bangkrut secepatnya",1,2025-03-31 16:44:20
Kadek Sutami,bagus,5,2025-03-31 16:39:23
Ayunda Putri,haii pihak Shopee jadi shopee utu baguss polll and aku seneng dehh kalo mau flash sale cuman aku agak sedikit kendala jadi pas aku mau top up shopee pay ternyata ga bisa pake dana trs aku chek untuk pembayaran nya ga ada yg bisa pake dana jadi oleh sebab itu bolehkan shopee untuk update agar apk dana bisa di gunakan top up Shopee pay dan pembayaran karena bnyk orng yg ingin top up shopee pay tetapi ga punya rekening mohon maaf bila ada kesalahan dan saya harap cpt di tangani,5,2025-03-31 16:36:54
Fadil ajhaa,ini kenapa sering lelet ya min sam ongkir nya kadang tinggi katanya gratis ongkir di tulisan nya ternyata ta ongkir nya tembus 130 an,2,2025-03-31 16:30:00
TIA WIRADINATA (Tia),Bisa nggak untuk shopee food di buat aplikasi sendiri/terpisah gitu??,3,2025-03-31 16:24:25
Rahmi Rahmi,keren,5,2025-03-31 16:22:21
adit gaming,bagus,5,2025-03-31 16:20:43
Rohim boim,goodjob,5,2025-03-31 16:18:22
Indra Atmaja,paling murah,5,2025-03-31 16:16:27
bank yoz,Shopi jarang mengecewakan,5,2025-03-31 16:15:25
Dandi Paradise,saya sangat suka dengan aplikasi Shopee ini berkat aplikasi ini saya belanja peralatan karate lebih mudah,5,2025-03-31 16:15:23
Amalia Putriramadan,gtau lah intinya bgs aj,5,2025-03-31 16:11:27
Mahardika Kefin,sayah sangat puas,5,2025-03-31 16:05:58
Selfreminder Islam,sangat membantu untuk sgla kbutuhan,5,2025-03-31 16:05:19
Aina Nayya,iklan nya bikin orang emosi😠😠,1,2025-03-31 16:03:14
Ibrahim Rizqi,aku mendapatkan gratis ongkir murah banget mantap,5,2025-03-31 16:01:36
Sutanto Tanto,mantab,5,2025-03-31 15:55:58
Lili Ajul,"mksh,shoppe...senang bisa berbelanja di sini...terbaik dah👍☺️🙏",5,2025-03-31 15:48:00
Davin Abc,bagus sih bagus bnyk diskon tapi! kurir nya lama sekali udah hampir 2 Minggu aku menunggu lama banget dikit dikit tunda ngeselin tetangga ku aja 2 Minggu berturut turut di pikirkan juga dong pengantaran nya bukan diskon nya doang semoga dibaca ya🙏,3,2025-03-31 15:44:54
Rossi Azam,mudah dan simpel...,5,2025-03-31 15:43:01
Ria Irawan,cari alat rumit ada disini,5,2025-03-31 15:41:26
Mustika Ayu,susah banget transfer dari shopeepay ke bank mana pun. dana jadi ketahan di shopeepay kacau,2,2025-03-31 15:40:55
parulian panggabean,TIDAK BISA COD LAGI. MUNGKIN KARENA GAK PAKAI JNT LAGI YA.. TERIMAKASIH TELAH JADI YG TERBAIK.. UNINSTAS DULU SELAMA BLM ADA COD KE DAERAH SAYA,5,2025-03-31 15:40:47
Dian Syah,jelas shopee tebaik,5,2025-03-31 15:36:13
Ainur vnzero,berguna saat mager,4,2025-03-31 15:34:12
Aries Wijayanto,Serba ada dan harga relatif murah,5,2025-03-31 15:30:50
Teknisi Kepokepo,mntap.. sgt membntu,5,2025-03-31 15:30:25
suwandi rfy,pngantaran a lbih bgus pke jnt dri PDA spx spx GK pernah bgus klau ngantar pket kaya tal,3,2025-03-31 15:27:53
Aldo Apriyanto,bgus,5,2025-03-31 15:26:21
bulan romadon,peraktis Dan nyaman,5,2025-03-31 15:25:42
Mahny Any,bagus,5,2025-03-31 15:21:51
Ayu Dyah Fitri 23 (Ayu23),agak lemot sedikit,5,2025-03-31 15:14:55
Yayon Alo,loadingg iklannya bnyj,3,2025-03-31 15:14:38
Iman Hidayat,"Belanja lebih mudah, apa yang kita cari slalu ada d shopee....sempurna",5,2025-03-31 15:08:48
ARiEf pRiyADi ',sangat sangat baik,5,2025-03-31 15:08:04
Ajit Muktar,sangat puas,5,2025-03-31 15:06:14
Aldiansyah Tan,apk ini sangat bagus,5,2025-03-31 15:03:40
Maulana Mufid,aplikasinya sangat bagus,5,2025-03-31 14:59:33
DODI SYAHPUTRA,barang selalu lama sampe ke alamat,1,2025-03-31 14:58:00
Agus Jaya,"top up shopeepay sekarang ada potongannya? memang tidak seberapa, tapi kalau dikali jumlah total pengguna aplikasi sih berapa M kira2 keuntungan nya? belum biaya admin ketika topup, sekarang ada potongan juga dari aplikasi shopeenya",1,2025-03-31 14:55:55
Teguhm Arifin,Mantap mannnnnn,5,2025-03-31 14:55:52
Gede Wahyu,buruk,1,2025-03-31 14:46:19
Santeng GamingJR,Apk apa ini lemot banget,5,2025-03-31 14:44:16
Mas Reza,kenapa Aldo ngasih reting 1 karena drak sistem,1,2025-03-31 14:43:21
Danq Dz,bagus sih tapi ongkir nya meledak 🗿,4,2025-03-31 14:42:56
ahmad yani,antara suka dan tidak..,2,2025-03-31 14:38:35
Kyy Real,pengiriman yang cepat,5,2025-03-31 14:37:01
Muli Dayani,mayan,4,2025-03-31 14:35:46
Sholakh Uddin,leled,4,2025-03-31 14:34:49
Tsa Int,harga.murah,5,2025-03-31 14:26:04
Rikzan najwa,"semakin jelek returan nya susah memberatkan pembeli minta uang sendiri kayak pengemis minta"" buat makan cuih. bikin resah buat kalangan menengah",1,2025-03-31 14:21:10
Ilham hairul99,barang murah2,5,2025-03-31 14:12:40
Kurniawan Nugroho,shopee tidak mengecewakan,5,2025-03-31 14:12:27
Jonathan I.J Masloman,👍,5,2025-03-31 14:10:09
Mar'i Muhammad,"Trmkasih shopee, memudahkan tuk belanja dan dijamin belanja aman dan sesuai deskrpsi",5,2025-03-31 14:06:24
Iwan Perkasa,"sip dah, mmg toko online yang murah.",5,2025-03-31 14:05:06
Rama Ramadhan,"lebih hemat,mudah,dan cepat sampai",5,2025-03-31 14:04:14
JAVAS WIDODO,"iklan nya nge-spam di semua aplikasi, ganggu banget",1,2025-03-31 13:59:36
Supendi,murah,5,2025-03-31 13:59:33
Wanda Wanda,saya suka Shopee banyak barang yg dibutuhkan untuk keperluhan kita,4,2025-03-31 13:58:08
Rifky Ajie Pangestu,Gratis Ongkir? g ada woyy..Ongkirnya mahal bngt jaral ga ada 1 kilo tapi ongkir 30k mending malak aja kalo ongki segitu,1,2025-03-31 13:56:29
Lilis renta frianti,Sangat membantu. Shopee maju terus,5,2025-03-31 13:54:59
Afd Art,jos jis,5,2025-03-31 13:52:38
said zezau,ok,5,2025-03-31 13:44:08
Agus palla,Mantap,5,2025-03-31 13:42:00
Pebrian Aditya,bagus,5,2025-03-31 13:40:40
Aisha Agha,aman cepat dan nyaman,5,2025-03-31 13:38:00
Yudy gtm,bagus,5,2025-03-31 13:37:47
byu Indonesia b32,bagus banget sumpah,5,2025-03-31 13:35:59
Adam Jawa,makin lama shopee perlindungan konsumen makin buruk sehingga seller suka suka pada konsumen disini konsumen pembeli bukan raja tetapi penjual yg raja,2,2025-03-31 13:35:55
korned tumpak,"memudahkan untuk belanja dari rumah,, tidak perlu keluar jauh2 lagi terimakasih shopee",5,2025-03-31 13:33:10
Mufti Rahayu,"transaksi mudah, tinggal chek out tinggal tunggu deh barang ny",5,2025-03-31 13:30:25
Apang Jeslin,"sangat sangat membantu, berbelanja menjadi lebih mudah",5,2025-03-31 13:30:21
Muhammad Nabil Lesmana,"Deskripsi produk paket data dan sebagainya harap diperbaiki. Ada yang saya rasa tidak sesuai. Di sana tertulis paket 10 GB (bersama) + 8 GB (pribadi) (deskripsi aplikasi shopee), tapi yang masuk 10 GB (bersama) + 5 GB (pribadi) (deskripsi aplikasi XL).",2,2025-03-31 13:29:54
Asdak Kenzi,bagus,5,2025-03-31 13:27:55
Dedy Farizal-453,Ok..Dicoba Diperhatikan Dipertimbangkan Aplikasi Bagus Hanya Saja Banyak Tantangan Permainanya.. Juga Terkadang Bug Akun Saya Jadi Nama Orang Lain..,4,2025-03-31 13:27:31
Rizky Padlika,jos,4,2025-03-31 13:24:59
Gideon Wantah,Aplikasi bagus.,5,2025-03-31 13:24:05
Monthu,sumpah jam sibuk siang hari ongkir nya ga logis jarak resto sekilo dari lokasi ongkir 25k lebih anjir,1,2025-03-31 13:22:53
Raft Men,"awalnya udh bisa tapi abis di pake 2 hari shopee gk nangkep wifie ku padahal wifie ku kenceng,gak cocok kalo dikasih bintang lima,emg apk gk jelas THE REAL JANGAN DOWNLOAD",1,2025-03-31 13:17:06
Bondet Mania,good,5,2025-03-31 13:16:08
petrix,aturan semakin aneh! banyak buyer oon yang suka kasih rating sembarangan. hapus rating harus dengan persetujuan buyer.,1,2025-03-31 13:15:56
Malasia Mala,mantab shopi,5,2025-03-31 13:10:24
Gede,"Buka shopee langsung ke video...sudah clear chace tetap aja gak ngaruh dan sangat2 mengganggu,pindah2 menu suara videonya masih saja nongol. Kadang pas ada panggilan WA suaranya masih ada. Ini mau jualan apa ngasih tontonan.",1,2025-03-31 13:06:58
Kadma Kadma,Mantap,5,2025-03-31 13:06:33
Melva elvrida tambunan,sangat memudahkan dalam bebrbelanja,5,2025-03-31 13:04:30
Sholakhul Fawaid,Pelit sekarang tambah lemod,5,2025-03-31 13:04:21
Suhadicrb@gmail.com Suhadicrb,kualitas produk bagus,5,2025-03-31 13:03:33
Aisyah Aisyahsuhendra,"bagus banget, karena shopee mau belanja apa aja bisa dan kalau gak mau telat ada gratis voucher kalau telat, hebattt bintang 5 buat shope",5,2025-03-31 13:01:49
Fatmah Ayu al zahira,bagus,5,2025-03-31 12:58:32
Dika Pratama,Tempat belanja terfavorit buat yg nyari barang murah plus banyak banget diskon yang membantu kita saat ingin membeli barang yang pastinya bikin kita lebih irit saat berbelanja online,5,2025-03-31 12:57:16
Lani Heliana,5 bintang gapp kl krg bagus pelayanan nya bintang di kurang lg,5,2025-03-31 12:55:21
isti alfradiantina,keren bgt aplikasinya juga semua fasilitas di dalamnya amat manusiawi dan berkeadilan gak sok cari untung sendiri... hanya usul saja: koleksi barang di keranjang dan di Favorit minta ada fasilitas search untuk efisiensi dan mudah mengosongkan ruang/kuota keranjang... Trimakasih,5,2025-03-31 12:53:20
Eka,aplikasi jual beli yang sangat pas,5,2025-03-31 12:49:57
Aqifa Fa,bagus selama ini aku pake shopi gak perna ada yang mahal👍👍👍,5,2025-03-31 12:47:12
Sm Ardi,makin bayak diskon dan bonus nya,5,2025-03-31 12:45:59
Darma Kakiwari,"saya sebagai pegawai gudang Shopee bagian sortir mulai kecewa karena banyak barang pending di pickup,tapi kami yang mendapat teguran dari pihak vendor karena barang yang hilang/rusak di pickup.",3,2025-03-31 12:44:33
Doni Irawan,BAIK,5,2025-03-31 12:34:12
C-Benedicta Tri Andini,apk nya oke tapi yang ga oke ongkirnya.perasaan dulu ada opsi hemat sama reguler kenapa sekarang cuma reguler aja? mana kadang ga ngotak ongkir buat di opsi reguler.saran aja kalau ongkirnya murah jangan cuma di pulau Jawa aja kami yang di pulau lain juga butuh.tapi kalau untuk estimasinya udh cepet sekarang ga lama kayak dulu.,2,2025-03-31 12:30:05
samsudin 0,bagus sih tapi nganter kurang cepet kala nganter nya cepet nanti ku kasih bintang 5,4,2025-03-31 12:28:33
Serda Satu,gak wort it untuk belanja,1,2025-03-31 12:23:11
Fauzia,"Aplikasi ny bagus, tapi diaku kok ga bisa COD sih:((",4,2025-03-31 12:23:07
As Miati,benar-benar amanah dan untuk orang dengan kesehatan terbatas seperti saya shopee sangat membantu. Tinggal pilih dan transaksi dari rumah semuanya beres. terimakasih shopee,5,2025-03-31 12:21:34
D S,"PELAYANAN SHOPEE LELET. CS NYA LELET, GAK PERNAH NGASIH SOLUSI. KURIRNYA APA ITU SPX INTERNAL SHOPEE KAN? KERJANYA LELET AMAT ASTAGA. GAK BISA CEPET APA YA. TOLONG DIPERBAIKI PELAYANANNYA",1,2025-03-31 12:20:06
Cepi Hendrawan,Bagussssssssss,5,2025-03-31 12:19:58
Yusuf Ganteng,bagus sekali,5,2025-03-31 12:17:23
Park Dianshi,baik,5,2025-03-31 12:15:38
Mur Duha,mantap,5,2025-03-31 12:15:29
Mita Zunita,aplikasi ini juga bisa online dan untuk anak anak jangan,5,2025-03-31 12:14:52
mahsun mahsun,bagus dan baik mantab lah pkoknya,1,2025-03-31 12:13:54
marsel salmon,kurir di daerah saya tidak mengantarkan paket tiba2 sudah di retur,1,2025-03-31 12:11:05
Reyy metawin,gooodddd,5,2025-03-31 12:10:55
Aman Siswanto,maaf ini kenapa ya saya tidak bisa pesan via cod padahal saya baru buat akun dan data data saya sudah lengkap sesuai alamat mohon penjelasannya.trimakasih,1,2025-03-31 12:09:55
Najwa Najwaa,bagus banget,5,2025-03-31 12:06:29
Romy 0206,terbaik,5,2025-03-31 12:03:47
Mintje Mokodompis,sangat puas berbelanja d SHOPEE,5,2025-03-31 12:02:38
Fathan Izzuddin,tlong dong klo msuk aplikasi jgn lgsg ke video kdg hp suka ngelag klo buk keranjang msih ad lagunya dri video,1,2025-03-31 12:01:10
Erlangga Coco,terimakasih 🙏 shopee yg selalu memberikan kemudahan berbelanja,5,2025-03-31 12:00:36
Cadel Untukmu,menyenangkan belanja di shopee harga barang lebih murah dan banyak diskonnya,5,2025-03-31 11:59:32
Willy Bintoro Chandra,"Top, lengkap dan harga bersaing",5,2025-03-31 11:56:33
Saskia Mega,bagus banget dan mempermudah untuk membeli produk atau barang,5,2025-03-31 11:54:20
Salman Man,"Makin diperbaharui makin tambah lelet aplikasi nya, notifikasi live lgsg terbuka waktu kita buka aplikasi soppey tambah lelet lagi,",5,2025-03-31 11:52:15
Niluhlala Lala,Shopee ini sangat lah bagus untuk berbelanja online karna barang yang datang sama persis dengan yang di foto. terimakasih Shopee.,5,2025-03-31 11:51:38
FADHIL AZ,bagus,5,2025-03-31 11:51:06
prisca fitria maharani,penggunaannya tepat waktu sangat bagus dan pelayanannya sangat baik aplikasi ini cocok buat saya,5,2025-03-31 11:49:16
Indro Supeno,sangat cepat,5,2025-03-31 11:48:03
Andy Dwipayana,bagus,5,2025-03-31 11:46:07
Sikin arka,gw pernh ditipu kn blinya bju tp ps smpe mlh gk sesuai brng,3,2025-03-31 11:39:21
Aqila Hashifatiddini,bagus dan bisa membeli keperluan,5,2025-03-31 11:38:46
Irma Hs,Mantap,5,2025-03-31 11:38:03
ARNOL FIDRIA TODING,"Sangat membantu, mudah dan nyaman",5,2025-03-31 11:33:56
Dedi Dermawan,mantap puas,5,2025-03-31 11:28:59
Kamil Nasrul,gampang dalam membeli barang online,5,2025-03-31 11:25:31
Budi Legen,Mau coba aplikasi shopee syaaaa ksiih bintang 3 dluu 🙏🙏🙏👍👍👍,3,2025-03-31 11:24:51
Irfansius Sinurat,"pesan food makin susah yah, pake jarak segala",2,2025-03-31 11:20:00
Yuliana Sahara,mantap,5,2025-03-31 11:14:55
andi purwanto,ok,5,2025-03-31 11:05:26
Samuel Nesimnahan,sangat baik,5,2025-03-31 11:04:57
Gafit,"itu dengar² iming² kerja sama,sama JNT exspres di putusin. lebih baik jangan min.krna jnt lebih gercap klau kirim,dari pada kurir SPX dari kalian langsung,selain lama pengiriman,kurir²nya ga bertanggung jawab dengan barang. cuma takut aja nnti,yg belanja di shoppi jadi sepi. jadi tolong untuk di pertimbangkan hal itu.",2,2025-03-31 11:04:41
Yfufif Hcigohho,cukup memuaskan,5,2025-03-31 11:04:20
sasuke chan,promo melimpah dn bnyk lagi...semuanya ok lah👍,5,2025-03-31 11:01:51
Nana Paridah,keren,5,2025-03-31 11:01:31
Andi Supriyatna,"mendingan pindah ke sebelah yang pake driver instan nya grab atau gojek, ini aplikasi busuk. kenapa busuk .pesanan instan yang harus nya sampe cepet malah jadi kalamaa banget padahal.udah bayar mahal ongkir. pass di cek drivernya kenapa lama. dia bawa barang instan bisa 3/4 barang jadi muter muter dulu lamaaaa. dan dibayarkan cuma kaya harga 1 barang. ga mikir yaa itu kan nyiksa driver. gabagus banget sumpah. sistem nyaa busukkk",1,2025-03-31 10:59:33
Leliana Ramadani,"bagus sih,cuman kdg ngelag.",5,2025-03-31 10:59:31
Mariska Syarifudin,uang yg ada di shopeepay hilang sedikit demi sedikit,1,2025-03-31 10:59:13
Daffa Bintang,membantu,5,2025-03-31 10:57:37
Imam Rumli,sangat berguna dan bermanfaat,5,2025-03-31 10:57:24
rizal pahlevi,Ok,5,2025-03-31 10:57:15
ery anto,dicoba,2,2025-03-31 10:51:29
Jeo Tarigan,"aplikasi nya berat, banyak bug",1,2025-03-31 10:51:01
BimO_ Nangge,"pengiriman Shopee express lambat,, barang dari tanggal 21 sampai sekarang belum sampai.. jnt cuma 3 hari sampai..",1,2025-03-31 10:48:05
Johanes Gee,B aja,5,2025-03-31 10:44:34
suprapti maharani,dapat belanja tanpa keluar rumah... apalagi klo banyak discount dan gratis ongkir... semangat dah belanja....,5,2025-03-31 10:42:28
Ika Rosmala,shopee klo iklan nyepam jadi males 😒😒,5,2025-03-31 10:41:16
dede sobari,w hapus aja APK nya...banyak komplain tp gak di respon,1,2025-03-31 10:33:13
Yuhana Fransisca,bagus,5,2025-03-31 10:33:09
Siti Cholifah,suka dengan shopee karena selalu memperhatikan kastemer kalau ada masah di beri jln keluar yg sangat memuaskan,5,2025-03-31 10:25:35
INDRA DEDDY,Setelah updet lelet loading nya padahal pakai wifi 1gb semoga ada updet,2,2025-03-31 10:25:33
Nini Ucheng,belanja mudah dan murah,5,2025-03-31 10:24:22
Florensius Buyung,beli lampu emergency tapi tidak datang dana juga tidak di kembalikan,3,2025-03-31 10:17:42
umar nuntung,mantap ok,5,2025-03-31 10:11:14
